0,1
0,11
0,14
0,17
0,20
0,23
0,30
1,2
1,5
1,8
2,3
2,4
1,7
7,10
5,6
8,9
11,12
11,13
14,15
14,16
17,18
17,19
20,21
20,22
23,24
23,25
25,26
26,27
26,28
26,29
30,31
31,37
31,38
30,33
33,39
39,40
40,41
33,43
43,44
44,45
34,35
36,32
30,34
30,36
41,42
11,46
